datetime,account,return,total_turnover,turnover,total_cost,cost,value,cash,bench
2024-07-08,1225134.1706811977,5.937226492396754e-18,21042144.227820426,0.28292623234635467,21042.144227820427,0.0002829262323463545,0.0,1225134.1706811977,0.015339136
2024-07-09,1228999.0890459788,0.003454689875829861,21409684.479024787,0.3000000000000008,21409.684479024785,0.0002999999999999992,371772.7098203448,857226.379225634,0.023545623
2024-07-10,1230456.1282536725,0.0011880648209529091,21412775.85400983,0.0025153598669000366,21412.77585400983,2.5153598669010783e-06,370141.4654179793,860314.6628356932,-0.005583942
2024-07-11,1214206.4692501496,-0.013205376231365203,21413798.747754075,0.0008313126496406789,21413.798747754074,8.313126496400166e-07,352869.9355639572,861336.5336861924,-0.0066860914
2024-07-12,1213853.5993145856,-3.2957958873932194e-17,21766668.68331803,0.290617736357372,21766.668683318032,0.0002906177363573743,0.0,1213853.5993145856,0.009578109
2024-07-13,1219834.1524840673,0.005226914722548639,22130824.763112407,0.30000000000000115,22130.824763112407,0.0002999999999999993,370500.7890436517,849333.3634404156,0.022714376
2024-07-14,1234684.6953156563,0.012177946549275682,22135357.03945538,0.003715485694299997,22135.35703945538,3.7154856942992337e-06,380823.58780861145,853861.1075070449,0.026921988
2024-07-15,1314440.1672371442,0.06520425921154642,22886586.03585869,0.6084379269083376,22886.586035858683,0.0006084379269083327,1191722.9267019816,122717.24053516262,0.064578414
2024-07-16,1315003.0955024844,0.0004349002159761135,22895308.083137643,0.006635560519490933,22895.308083137636,6.635560519491221e-06,1183572.5297356462,131430.56576683823,0.004941702
2024-07-17,1290082.1414053892,-0.018944193992705898,22904588.438024998,0.007057287484033597,22904.588438024988,7.057287484031671e-06,1158590.9917544357,131491.1496509535,-0.014697731
2024-07-18,1303236.645761719,0.010202620673410392,22912302.807995375,0.005979750996299861,22912.302807995366,5.979750996299793e-06,1174236.1459911503,129000.49977056865,-0.0015614033
2024-07-19,1352676.496500277,0.03794420189128117,22922726.468336143,0.007998286707687619,22922.726468336128,7.998286707683955e-06,1222363.3699620282,130313.1265382487,0.041759133
2024-07-20,1367924.3260601107,0.011284923367816202,22939747.512954127,0.01258323380499497,22939.747512954113,1.2583233804994968e-05,1232676.1506164866,135248.17544362406,0.007200122
2024-07-21,1402073.08600129,0.02497181367468326,22950538.963214573,0.007888923425703643,22950.53896321456,7.888923425704878e-06,1265291.4400896472,136781.64591164273,0.01527226
2024-07-22,1373934.7629686263,-0.020049420234265383,22978109.495485067,0.019664119185916304,22978.109495485056,1.966411918591726e-05,1233754.9033443036,140179.85962432268,-0.009291172
2024-07-23,1355799.470712149,-0.013190902347270798,22989962.462122552,0.008627022881256984,22989.962462122545,8.627022881259991e-06,1218417.7331299253,137381.7375822238,-0.023633242
2024-07-24,1347012.1243483212,-0.00646436377294199,23012927.844104826,0.01693862734008262,23012.927844104823,1.6938627340085237e-05,1211455.1474274388,135556.97692088241,-0.008493185
2024-07-25,1316087.9077343815,-0.022935510571763507,23042733.639760017,0.022127340293696958,23042.733639760012,2.2127340293695725e-05,1181414.0239719306,134673.88376245095,0.006484866
2024-07-26,1354088.2523136607,0.029178707301691826,23444132.90355834,0.30499426477470126,23444.132903558337,0.00030499426477470287,828045.9009377616,526042.351375899,0.03203714
2024-07-27,1355913.0337722676,0.0013591312252920855,23459735.07047208,0.011522267390682786,23459.735070472077,1.152226739068313e-05,814284.1176495422,541628.9161227255,-0.00016921759
2024-07-28,1360195.6726708037,0.00315993265599443,23461690.046041448,0.0014418148662001553,23461.690046041447,1.441814866201851e-06,817832.4328315719,542363.2398392318,0.0052046776
2024-07-29,1346291.7204808504,-0.010220756163728912,23463413.930667236,0.0012673798780758177,23463.413930667237,1.2673798780764595e-06,802206.3199004541,544085.4005803963,-0.021468103
2024-07-30,1335133.8961004068,-0.008283684345461215,23468982.661739636,0.004136348005178848,23468.982661739636,4.1363480051781345e-06,796622.7953234818,538511.100776925,-0.008934498
2024-07-31,1309033.384681392,-0.0195456455363002,23473440.2040764,0.003338648168383202,23473.4402040764,3.3386481683848587e-06,774984.2837835661,534049.1008978258,-0.023569226
2024-08-01,1298707.7807262258,-0.007582436849459747,23873381.18606138,0.3055238977593553,23873.38118606138,0.0003055238977593541,382799.96766563714,915907.8130605887,0.011233807
2024-08-02,1298324.9807585601,-4.201844550115871e-17,24256181.153727017,0.2947545039358896,24256.181153727015,0.00029475450393588775,0.0,1298324.9807585601,-0.058996975
2024-08-03,1298324.9807585601,0.0,24256181.153727017,0.0,24256.181153727015,0.0,0.0,1298324.9807585601,-0.013014019
2024-08-04,1298324.9807585601,0.0,24256181.153727017,0.0,24256.181153727015,0.0,0.0,1298324.9807585601,-0.041796923
2024-08-05,1298324.9807585601,0.0,24256181.153727017,0.0,24256.181153727015,0.0,0.0,1298324.9807585601,-0.071219385
2024-08-06,1298324.9807585601,0.0,24256181.153727017,0.0,24256.181153727015,0.0,0.0,1298324.9807585601,0.037083387
2024-08-07,1298324.9807585601,0.0,24256181.153727017,0.0,24256.181153727015,0.0,0.0,1298324.9807585601,-0.015848279
2024-08-08,1298324.9807585601,0.0,24256181.153727017,0.0,24256.181153727015,0.0,0.0,1298324.9807585601,0.11883426
