event_time,account,return,total_turnover,turnover,total_cost,cost,value,cash,bench
2025-06-30,1292124.341731261,0.0017540840970891852,24471694.035339355,0.19378870021065883,24471.69403533935,0.00019378870021065998,635571.9909667969,656552.3507644642,-0.011170745
2025-07-01,1264253.3639480579,-0.02156988834825294,24471694.035339355,0.0,24471.69403533935,0.0,607701.0131835938,656552.3507644642,-0.013676226
2025-07-02,1277487.8614212025,0.010658463610522657,24712195.036315918,0.1902316480499739,24712.195036315912,0.00019023164804997275,380675.01068115234,896812.8507400502,0.029981375
2025-07-03,1279539.8200637805,0.0018074532866560213,24969236.027526855,0.20120816719540485,24969.23602752685,0.000201208167195406,640025.0015258789,639514.8185379017,0.0067540407
2025-07-04,1259568.814814757,-0.0156079591552125,24969236.027526855,0.0,24969.23602752685,0.0,620053.9962768555,639514.8185379017,-0.014605463
2025-07-05,1260030.8173782337,0.00036679422199295124,24969236.027526855,0.0,24969.23602752685,0.0,620515.998840332,639514.8185379017,0.0019806623
2025-07-06,1276199.8298294055,0.012832235710563808,24969236.027526855,0.0,24969.23602752685,0.0,636685.0112915039,639514.8185379017,0.009295225
2025-07-07,1265943.8346511829,-0.008036355230977905,24969236.027526855,0.0,24969.23602752685,0.0,626429.0161132812,639514.8185379017,-0.00861603
2025-07-08,1280214.813960265,0.011272995624655216,24969236.027526855,0.0,24969.23602752685,0.0,640699.9954223633,639514.8185379017,0.0060966015
2025-07-09,1309013.8251907337,0.022495452260375585,24969236.027526855,0.0,24969.23602752685,0.0,669499.006652832,639514.8185379017,0.021216989
2025-07-10,1345493.8132888782,0.027868298558901095,24969236.027526855,0.0,24969.23602752685,0.0,705978.9947509766,639514.8185379017,0.042936563
2025-07-11,1342661.7972976672,-0.0021048153200262263,24969236.027526855,0.0,24969.23602752685,0.0,703146.9787597656,639514.8185379017,0.013082147
2025-07-12,1335567.8275711047,-0.005283512006404224,24969236.027526855,0.0,24969.23602752685,0.0,696053.0090332031,639514.8185379017,-0.0009160042
2025-07-13,1339592.8062088,0.0030136834345697245,24969236.027526855,0.0,24969.23602752685,0.0,700077.9876708984,639514.8185379017,0.0141938925
2025-07-14,1346401.8470413196,0.005082918332317632,24969236.027526855,0.0,24969.23602752685,0.0,706887.028503418,639514.8185379017,0.006336093
2025-07-15,1363253.7971145618,0.01251628561730948,24969236.027526855,0.0,24969.23602752685,0.0,723738.9785766602,639514.8185379017,-0.017382026
2025-07-16,1410724.8405105579,0.034821867722996586,24969236.027526855,0.0,24969.23602752685,0.0,771210.0219726562,639514.8185379017,0.0074079037
2025-07-17,1426876.8180496204,0.011449417402487156,24969236.027526855,0.0,24969.23602752685,0.0,787361.9995117188,639514.8185379017,0.004612088
2025-07-18,1437406.8076736438,0.007379746794412671,24969236.027526855,0.0,24969.23602752685,0.0,797891.9891357422,639514.8185379017,-0.010511339
2025-07-19,1441115.836299132,0.0025803611098037865,24969236.027526855,0.0,24969.23602752685,0.0,801601.0177612305,639514.8185379017,-0.00071948767
2025-07-20,1468758.7943679797,0.019181635072331418,24969236.027526855,0.0,24969.23602752685,0.0,829243.9758300781,639514.8185379017,-0.004878521
2025-07-21,1505047.8294021594,0.024707280169713085,24969236.027526855,0.0,24969.23602752685,0.0,865533.0108642578,639514.8185379017,0.0009827614
2025-07-22,1527368.2354293813,0.014843367493654907,24988808.027648926,0.013004237964879012,24988.80802764892,1.3004237964878045e-05,868300.9887695312,659067.24665985,0.021929264
2025-07-23,1478065.6662231435,-0.03226595791596293,25009378.02734375,0.013467609982763246,25009.378027343744,1.3467609982763246e-05,798448.9898681641,679616.6763549794,-0.009990692
2025-07-24,1470911.6592651356,-0.004840114428940245,25009378.02734375,0.0,25009.378027343744,0.0,791294.9829101562,679616.6763549794,-0.0034945607
2025-07-25,1482030.370776366,0.0075714944820565455,25027666.02783203,0.012433105940174475,25027.666027832027,1.2433105940175463e-05,820719.9829101562,661310.3878662098,-0.00614053
2025-07-26,1479132.4093505847,-0.001955399486356777,25027666.02783203,0.0,25027.666027832027,0.0,817822.021484375,661310.3878662098,0.002599001
2025-07-27,1501256.396166991,0.01495740792139077,25027666.02783203,0.0,25027.666027832027,0.0,839946.0083007812,661310.3878662098,0.0126827955
2025-07-28,1480674.3893310535,-0.013709854551486007,25027666.02783203,0.0,25027.666027832027,0.0,819364.0014648438,661310.3878662098,-0.011332095
2025-07-29,1476241.3815185535,-0.002993911318006092,25027666.02783203,0.0,25027.666027832027,0.0,814930.9936523438,661310.3878662098,-0.00094497204
2025-07-30,1468958.398120116,-0.004933463788249704,25027666.02783203,0.0,25027.666027832027,0.0,807648.0102539062,661310.3878662098,-0.0009365082
2025-07-31,1457370.7393676746,-0.007597907984644552,25454314.038085938,0.2904425413271775,25454.314038085933,0.0002904425413271775,369838.9892578125,1087531.750109862,-0.017618895
2025-08-01,1436351.7452270496,-0.014422544362146822,25454314.038085938,0.0,25454.314038085933,0.0,348819.9951171875,1087531.750109862,-0.021303236
2025-08-02,1426925.744250487,-0.006562460071416905,25454314.038085938,0.0,25454.314038085933,0.0,339393.994140625,1087531.750109862,-0.0066336393
2025-08-03,1437205.7491332996,0.007204302623478293,25454314.038085938,0.0,25454.314038085933,0.0,349673.9990234375,1087531.750109862,0.014771223
2025-08-04,1459630.7491332996,0.01560319391536201,25454314.038085938,0.0,25454.314038085933,0.0,372098.9990234375,1087531.750109862,0.0074095726
2025-08-05,1448731.750109862,-0.007466956303783758,25454314.038085938,0.0,25454.314038085933,0.0,361200.0,1087531.750109862,-0.008042097
2025-08-06,1455862.755969237,0.004922240338029613,25454314.038085938,0.0,25454.314038085933,0.0,368331.005859375,1087531.750109862,0.007557392
2025-08-07,1478562.755969237,0.01559212907049575,25454314.038085938,0.0,25454.314038085933,0.0,391031.005859375,1087531.750109862,0.021564364
2025-08-08,1488481.750109862,0.006708537801713284,25454314.038085938,0.0,25454.314038085933,0.0,400950.0,1087531.750109862,-0.006786883
2025-08-09,1513593.761828612,0.016870889896296364,25454314.038085938,0.0,25454.314038085933,0.0,426062.01171875,1087531.750109862,-0.0018212199
2025-08-10,1518888.8248855579,0.0037955779275872735,25904214.054870605,0.29723960822957673,25904.2140548706,0.00029723960822957676,881706.9915771484,637181.8333084094,0.024314761
2025-08-11,1496603.845637511,-0.0146718962460771,25904214.054870605,0.0,25904.2140548706,0.0,859422.0123291016,637181.8333084094,-0.0050967336
2025-08-12,1532871.7648345935,0.024525524445665758,26341289.059448242,0.29204455531213414,26341.289059448238,0.0002920445553121341,459052.001953125,1073819.7628814685,0.012200952
2025-08-13,1570710.6498794544,0.024972706088573684,26782360.069274902,0.2877416232363406,26782.3600692749,0.0002877416232363411,938402.9678344727,632307.6820449817,0.026406765
2025-08-14,1529672.669227599,-0.026127014962943663,26782360.069274902,0.0,26782.3600692749,0.0,897364.9871826172,632307.6820449817,-0.040641308
2025-08-15,1503410.706336974,-0.017168354654519553,26782360.069274902,0.0,26782.3600692749,0.0,871103.0242919922,632307.6820449817,-0.008056521
2025-08-16,1510957.1484588613,0.005031900525033984,26800931.06994629,0.01235257976620011,26800.931069946284,1.2352579766199141e-05,897239.0380859375,613718.1103729237,0.00032901764
2025-08-17,1519327.1313690175,0.005539523684502518,26800931.06994629,0.0,26800.931069946284,0.0,905609.0209960938,613718.1103729237,0.00020742416
2025-08-18,1484073.1396697988,-0.023203687324040937,26800931.06994629,0.0,26800.931069946284,0.0,870355.029296875,613718.1103729237,-0.010033309
2025-08-19,1444205.1220916738,-0.026863916954251662,26800931.06994629,0.0,26800.931069946284,0.0,830487.01171875,613718.1103729237,-0.028858244
2025-08-20,1469839.2009246815,0.01804245562998591,27223859.072875977,0.2928448296299847,27223.85907287597,0.0002928448296299837,433616.015625,1036223.1852996815,0.012388349
